2026-01-02 20:25:07 | DEBUG | Logger initialized in development mode with level DEBUG
2026-01-02 20:25:28 | INFO | Starting up the application...
2026-01-02 20:25:28 | INFO | User logged in: manager_jobs@test.com
2026-01-02 20:25:28 | DEBUG | Attempting to update job with ID: 1 by user ID: 1
2026-01-02 20:25:28 | INFO | Successfully updated job ID 1 in workshop ID 2
2026-01-02 20:25:28 | INFO | Shutting down the application...
2026-01-02 20:25:28 | INFO | Starting up the application...
2026-01-02 20:25:28 | INFO | User logged in: manager_jobs@test.com
2026-01-02 20:25:28 | DEBUG | Attempting to update job with ID: 99999 by user ID: 1
2026-01-02 20:25:28 | ERROR | Job ID 99999 not found in workshop ID 2
2026-01-02 20:25:28 | INFO | Shutting down the application...
2026-01-02 20:25:28 | INFO | Starting up the application...
2026-01-02 20:25:28 | INFO | User logged in: manager_jobs@test.com
2026-01-02 20:25:28 | INFO | Shutting down the application...
2026-01-02 20:25:28 | INFO | Starting up the application...
2026-01-02 20:25:29 | INFO | User logged in: manager_jobs@test.com
2026-01-02 20:25:29 | DEBUG | Attempting to delete job with ID: 1
2026-01-02 20:25:29 | INFO | Successfully deleted job ID 1 from workshop ID 2
2026-01-02 20:25:29 | INFO | Shutting down the application...
2026-01-02 20:25:29 | INFO | Starting up the application...
2026-01-02 20:25:29 | INFO | User logged in: manager_jobs@test.com
2026-01-02 20:25:29 | DEBUG | Attempting to delete job with ID: 99999
2026-01-02 20:25:29 | ERROR | Job ID 99999 not found in workshop ID 2
2026-01-02 20:25:29 | INFO | Shutting down the application...
2026-01-02 20:25:29 | INFO | Starting up the application...
2026-01-02 20:25:29 | INFO | User logged in: manager_jobs@test.com
2026-01-02 20:25:29 | INFO | Shutting down the application...
2026-01-02 20:25:29 | INFO | Starting up the application...
2026-01-02 20:25:29 | INFO | User logged in: manager_jobs@test.com
2026-01-02 20:25:29 | DEBUG | Attempting to retrieve job with ID: 1 by user ID: 1
2026-01-02 20:25:29 | ERROR | Job ID 1 not found in workshop ID 2
2026-01-02 20:25:29 | DEBUG | Attempting to update job with ID: 1 by user ID: 1
2026-01-02 20:25:29 | ERROR | Job ID 1 not found in workshop ID 2
2026-01-02 20:25:30 | DEBUG | Attempting to delete job with ID: 1
2026-01-02 20:25:30 | ERROR | Job ID 1 not found in workshop ID 2
2026-01-02 20:25:30 | INFO | Shutting down the application...
2026-01-02 20:25:30 | INFO | Starting up the application...
2026-01-02 20:25:30 | INFO | User logged in: manager_jobs@test.com
2026-01-02 20:25:30 | INFO | Shutting down the application...
2026-01-02 20:25:30 | INFO | Starting up the application...
2026-01-02 20:25:30 | INFO | User logged in: manager_jobs@test.com
2026-01-02 20:25:30 | INFO | Shutting down the application...
2026-01-02 20:25:30 | INFO | Starting up the application...
2026-01-02 20:25:30 | INFO | User logged in: manager_jobs@test.com
2026-01-02 20:25:30 | DEBUG | Attempting to create job for workshop by user ID: 1
2026-01-02 20:25:30 | CRITICAL | Database error in create_job_for_current_user_workshop: (sqlalchemy.dialects.postgresql.asyncpg.Error) <class 'asyncpg.exceptions.StringDataRightTruncationError'>: value too long for type character varying(100)
[SQL: INSERT INTO jobs (workshop_id, customer_car_id, invoice, service_description, start_date, end_date, status) VALUES ($1::INTEGER, $2::INTEGER, $3::VARCHAR, $4::VARCHAR, $5::VARCHAR, $6::VARCHAR, $7::status_enum) RETURNING jobs.job_id]
[parameters: (2, 1, 'AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA', 'Test long invoice', '2024-02-05', None, 'pending')]
(Background on this error at: https://sqlalche.me/e/20/dbapi)
2026-01-02 20:25:30 | INFO | Shutting down the application...
2026-01-02 20:25:31 | INFO | Starting up the application...
2026-01-02 20:25:31 | INFO | User logged in: manager_jobs@test.com
2026-01-02 20:25:31 | DEBUG | Attempting to create job for workshop by user ID: 1
2026-01-02 20:25:31 | CRITICAL | Database error in create_job_for_current_user_workshop: (sqlalchemy.dialects.postgresql.asyncpg.Error) <class 'asyncpg.exceptions.StringDataRightTruncationError'>: value too long for type character varying(255)
[SQL: INSERT INTO jobs (workshop_id, customer_car_id, invoice, service_description, start_date, end_date, status) VALUES ($1::INTEGER, $2::INTEGER, $3::VARCHAR, $4::VARCHAR, $5::VARCHAR, $6::VARCHAR, $7::status_enum) RETURNING jobs.job_id]
[parameters: (2, 1, 'INV006', 'AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA', '2024-02-10', None, 'pending')]
(Background on this error at: https://sqlalche.me/e/20/dbapi)
2026-01-02 20:25:31 | INFO | Shutting down the application...
2026-01-02 20:25:31 | INFO | Starting up the application...
2026-01-02 20:25:31 | INFO | User logged in: manager_jobs@test.com
2026-01-02 20:25:31 | DEBUG | Attempting to create job for workshop by user ID: 1
2026-01-02 20:25:31 | INFO | Successfully created job ID 1 in workshop ID 2
2026-01-02 20:25:31 | INFO | Shutting down the application...
2026-01-02 20:25:31 | INFO | Starting up the application...
2026-01-02 20:25:31 | INFO | User logged in: manager_jobs@test.com
2026-01-02 20:25:31 | DEBUG | Attempting to update job with ID: 1 by user ID: 1
2026-01-02 20:25:31 | INFO | Successfully updated job ID 1 in workshop ID 2
2026-01-02 20:25:31 | INFO | Shutting down the application...
2026-01-02 20:25:31 | INFO | Starting up the application...
2026-01-02 20:25:32 | INFO | User logged in: manager_jobs@test.com
2026-01-02 20:25:32 | DEBUG | Attempting to update job with ID: 1 by user ID: 1
2026-01-02 20:25:32 | INFO | Successfully updated job ID 1 in workshop ID 2
2026-01-02 20:25:32 | DEBUG | Attempting to update job with ID: 1 by user ID: 1
2026-01-02 20:25:32 | INFO | Successfully updated job ID 1 in workshop ID 2
2026-01-02 20:25:32 | DEBUG | Attempting to update job with ID: 1 by user ID: 1
2026-01-02 20:25:32 | INFO | Successfully updated job ID 1 in workshop ID 2
2026-01-02 20:25:32 | INFO | Shutting down the application...
2026-01-02 20:25:32 | INFO | Starting up the application...
2026-01-02 20:25:32 | INFO | User logged in: manager_jobs@test.com
2026-01-02 20:25:32 | DEBUG | Attempting to create job for workshop by user ID: 1
2026-01-02 20:25:32 | INFO | Successfully created job ID 1 in workshop ID 2
2026-01-02 20:25:32 | DEBUG | Attempting to create job for workshop by user ID: 1
2026-01-02 20:25:32 | INFO | Successfully created job ID 2 in workshop ID 2
2026-01-02 20:25:32 | DEBUG | Attempting to create job for workshop by user ID: 1
2026-01-02 20:25:32 | INFO | Successfully created job ID 3 in workshop ID 2
2026-01-02 20:25:32 | INFO | Shutting down the application...
2026-01-02 20:25:32 | INFO | Starting up the application...
2026-01-02 20:25:32 | INFO | User logged in: manager_jobs@test.com
2026-01-02 20:25:32 | DEBUG | Attempting to retrieve all jobs for workshop by user ID: 1
2026-01-02 20:25:32 | INFO | Shutting down the application...
2026-01-02 20:25:33 | INFO | Starting up the application...
2026-01-02 20:25:33 | INFO | User logged in: manager_jobs@test.com
2026-01-02 20:25:33 | DEBUG | Attempting to retrieve job with ID: 1 by user ID: 1
2026-01-02 20:25:33 | INFO | Successfully retrieved job ID 1 in workshop ID 2
2026-01-02 20:25:33 | INFO | Shutting down the application...
2026-01-02 20:25:33 | INFO | Starting up the application...
2026-01-02 20:25:33 | INFO | User logged in: admin_parts@test.com
2026-01-02 20:25:33 | DEBUG | Attempting to create a new part: Oil Filter by user 1
2026-01-02 20:25:33 | INFO | Part Oil Filter created successfully with ID 1
2026-01-02 20:25:33 | INFO | Shutting down the application...
2026-01-02 20:25:33 | INFO | Starting up the application...
2026-01-02 20:25:33 | INFO | User logged in: manager_parts@test.com
2026-01-02 20:25:33 | DEBUG | Attempting to create a new part: Spark Plug by user 1
2026-01-02 20:25:33 | INFO | Part Spark Plug created successfully with ID 1
2026-01-02 20:25:33 | INFO | Shutting down the application...
2026-01-02 20:25:33 | INFO | Starting up the application...
2026-01-02 20:25:33 | INFO | User logged in: admin_parts@test.com
2026-01-02 20:25:33 | DEBUG | Attempting to create a new part: Tire by user 1
2026-01-02 20:25:33 | INFO | Part Tire created successfully with ID 1
2026-01-02 20:25:33 | INFO | Shutting down the application...
2026-01-02 20:25:34 | INFO | Starting up the application...
2026-01-02 20:25:34 | INFO | Shutting down the application...
2026-01-02 20:25:34 | INFO | Starting up the application...
2026-01-02 20:25:34 | INFO | User logged in: admin_parts@test.com
2026-01-02 20:25:34 | INFO | Shutting down the application...
2026-01-02 20:25:34 | INFO | Starting up the application...
2026-01-02 20:25:34 | INFO | User logged in: admin_parts@test.com
2026-01-02 20:25:34 | DEBUG | Fetching parts for user 1 with skip=0 and limit=100
2026-01-02 20:25:34 | INFO | Shutting down the application...
2026-01-02 20:25:34 | INFO | Starting up the application...
2026-01-02 20:25:34 | INFO | User logged in: manager_parts@test.com
2026-01-02 20:25:34 | DEBUG | Fetching parts for user 1 with skip=0 and limit=100
2026-01-02 20:25:34 | INFO | Shutting down the application...
2026-01-02 20:25:34 | INFO | Starting up the application...
2026-01-02 20:25:34 | INFO | User logged in: admin_parts@test.com
2026-01-02 20:25:34 | DEBUG | Fetching parts for user 1 with skip=0 and limit=10
2026-01-02 20:25:34 | INFO | Shutting down the application...
2026-01-02 20:25:34 | INFO | Starting up the application...
2026-01-02 20:25:34 | INFO | Shutting down the application...
2026-01-02 20:25:34 | INFO | Starting up the application...
2026-01-02 20:25:35 | INFO | User logged in: admin_parts@test.com
2026-01-02 20:25:35 | DEBUG | Fetching part with ID: 1 for user 1
2026-01-02 20:25:35 | INFO | Part with ID 1 fetched successfully by user 1
2026-01-02 20:25:35 | INFO | Shutting down the application...
2026-01-02 20:25:35 | INFO | Starting up the application...
2026-01-02 20:25:35 | INFO | User logged in: manager_parts@test.com
2026-01-02 20:25:35 | DEBUG | Fetching part with ID: 1 for user 1
2026-01-02 20:25:35 | INFO | Part with ID 1 fetched successfully by user 1
2026-01-02 20:25:35 | INFO | Shutting down the application...
2026-01-02 20:25:35 | INFO | Starting up the application...
2026-01-02 20:25:35 | INFO | User logged in: admin_parts@test.com
2026-01-02 20:25:35 | DEBUG | Fetching part with ID: 99999 for user 1
2026-01-02 20:25:35 | ERROR | Part with ID 99999 not found
2026-01-02 20:25:35 | INFO | Shutting down the application...
2026-01-02 20:25:35 | INFO | Starting up the application...
2026-01-02 20:25:35 | INFO | Shutting down the application...
2026-01-02 20:25:35 | INFO | Starting up the application...
2026-01-02 20:25:35 | INFO | User logged in: admin_parts@test.com
2026-01-02 20:25:35 | DEBUG | Attempting to update part with ID: 1 by user 1
2026-01-02 20:25:35 | INFO | Part with ID 1 updated successfully
2026-01-02 20:25:35 | INFO | Shutting down the application...
2026-01-02 20:25:35 | INFO | Starting up the application...
2026-01-02 20:25:36 | INFO | User logged in: manager_parts@test.com
2026-01-02 20:25:36 | DEBUG | Attempting to update part with ID: 1 by user 1
2026-01-02 20:25:36 | INFO | Part with ID 1 updated successfully
2026-01-02 20:25:36 | INFO | Shutting down the application...
2026-01-02 20:25:36 | INFO | Starting up the application...
2026-01-02 20:25:36 | INFO | User logged in: admin_parts@test.com
2026-01-02 20:25:36 | DEBUG | Attempting to update part with ID: 1 by user 1
2026-01-02 20:25:36 | INFO | Part with ID 1 updated successfully
2026-01-02 20:25:36 | INFO | Shutting down the application...
2026-01-02 20:25:36 | INFO | Starting up the application...
2026-01-02 20:25:36 | INFO | User logged in: admin_parts@test.com
2026-01-02 20:25:36 | DEBUG | Attempting to update part with ID: 99999 by user 1
2026-01-02 20:25:36 | ERROR | Part with ID 99999 not found for update
2026-01-02 20:25:36 | INFO | Shutting down the application...
2026-01-02 20:25:36 | INFO | Starting up the application...
2026-01-02 20:25:36 | INFO | Shutting down the application...
2026-01-02 20:25:36 | INFO | Starting up the application...
2026-01-02 20:25:36 | INFO | User logged in: admin_parts@test.com
2026-01-02 20:25:36 | DEBUG | Attempting to delete part with ID: 1
2026-01-02 20:25:36 | INFO | Part with ID 1 deleted successfully
2026-01-02 20:25:36 | INFO | Shutting down the application...
2026-01-02 20:25:36 | INFO | Starting up the application...
2026-01-02 20:25:37 | INFO | User logged in: manager_parts@test.com
2026-01-02 20:25:37 | DEBUG | Attempting to delete part with ID: 1
2026-01-02 20:25:37 | INFO | Part with ID 1 deleted successfully
2026-01-02 20:25:37 | INFO | Shutting down the application...
2026-01-02 20:25:37 | INFO | Starting up the application...
2026-01-02 20:25:37 | INFO | User logged in: admin_parts@test.com
2026-01-02 20:25:37 | DEBUG | Attempting to delete part with ID: 99999
2026-01-02 20:25:37 | ERROR | Part with ID 99999 not found for deletion
2026-01-02 20:25:37 | INFO | Shutting down the application...
2026-01-02 20:25:37 | INFO | Starting up the application...
2026-01-02 20:25:37 | INFO | Shutting down the application...
2026-01-02 20:25:37 | INFO | Starting up the application...
2026-01-02 20:25:37 | INFO | User logged in: admin_parts@test.com
2026-01-02 20:25:37 | INFO | Shutting down the application...
2026-01-02 20:25:37 | INFO | Starting up the application...
2026-01-02 20:25:37 | INFO | User logged in: admin_parts@test.com
2026-01-02 20:25:37 | DEBUG | Attempting to update part with ID: 1 by user 1
2026-01-02 20:25:37 | INFO | Part with ID 1 updated successfully
2026-01-02 20:25:37 | INFO | Shutting down the application...
2026-01-02 20:25:37 | INFO | Starting up the application...
2026-01-02 20:25:37 | INFO | User logged in: admin_parts@test.com
2026-01-02 20:25:37 | INFO | Shutting down the application...
2026-01-02 20:25:38 | INFO | Starting up the application...
2026-01-02 20:25:38 | INFO | User logged in: admin_parts@test.com
2026-01-02 20:25:38 | DEBUG | Attempting to create a new part: brake pad by user 1
2026-01-02 20:25:38 | INFO | Part brake pad created successfully with ID 1
2026-01-02 20:25:38 | DEBUG | Attempting to create a new part: BRAKE PAD by user 1
2026-01-02 20:25:38 | INFO | Part BRAKE PAD created successfully with ID 2
2026-01-02 20:25:38 | INFO | Shutting down the application...
2026-01-02 20:25:38 | INFO | Starting up the application...
2026-01-02 20:25:38 | INFO | User logged in: admin_parts@test.com
2026-01-02 20:25:38 | DEBUG | Fetching parts for user 1 with skip=0 and limit=100
2026-01-02 20:25:38 | INFO | Shutting down the application...
2026-01-02 20:25:38 | INFO | Starting up the application...
2026-01-02 20:25:38 | INFO | User logged in: admin_workers@test.com
2026-01-02 20:25:38 | DEBUG | Adding worker to workshop for user: 1
2026-01-02 20:25:38 | ERROR | User does not have an associated workshop.
2026-01-02 20:25:38 | INFO | Shutting down the application...
2026-01-02 20:25:38 | INFO | Starting up the application...
2026-01-02 20:25:38 | INFO | User logged in: manager_workers@test.com
2026-01-02 20:25:38 | DEBUG | Adding worker to workshop for user: 1
2026-01-02 20:25:38 | ERROR | User does not have an associated workshop.
2026-01-02 20:25:38 | INFO | Shutting down the application...
2026-01-02 20:25:38 | INFO | Starting up the application...
2026-01-02 20:25:39 | INFO | User logged in: admin_workers@test.com
2026-01-02 20:25:39 | DEBUG | Adding worker to workshop for user: 1
2026-01-02 20:25:39 | ERROR | User does not have an associated workshop.
2026-01-02 20:25:39 | INFO | Shutting down the application...
2026-01-02 20:25:39 | INFO | Starting up the application...
2026-01-02 20:25:39 | INFO | Shutting down the application...
2026-01-02 20:25:39 | INFO | Starting up the application...
2026-01-02 20:25:39 | INFO | User logged in: admin_workers@test.com
2026-01-02 20:25:39 | INFO | Shutting down the application...
2026-01-02 20:25:39 | INFO | Starting up the application...
2026-01-02 20:25:39 | INFO | User logged in: admin_workers@test.com
2026-01-02 20:25:39 | DEBUG | Retrieving workers for user: 1
2026-01-02 20:25:39 | ERROR | User does not have an associated workshop.
2026-01-02 20:25:39 | INFO | Shutting down the application...
2026-01-02 20:25:39 | INFO | Starting up the application...
2026-01-02 20:25:39 | INFO | User logged in: manager_workers@test.com
2026-01-02 20:25:39 | DEBUG | Retrieving workers for user: 1
2026-01-02 20:25:39 | ERROR | User does not have an associated workshop.
2026-01-02 20:25:39 | INFO | Shutting down the application...
2026-01-02 20:25:39 | INFO | Starting up the application...
2026-01-02 20:25:39 | INFO | User logged in: admin_workers@test.com
2026-01-02 20:25:39 | DEBUG | Retrieving workers for user: 1
2026-01-02 20:25:39 | ERROR | User does not have an associated workshop.
2026-01-02 20:25:39 | INFO | Shutting down the application...
2026-01-02 20:25:40 | INFO | Starting up the application...
2026-01-02 20:25:40 | INFO | Shutting down the application...
2026-01-02 20:25:40 | INFO | Starting up the application...
2026-01-02 20:25:40 | INFO | User logged in: admin_workers@test.com
2026-01-02 20:25:40 | DEBUG | Retrieving worker ID 1 for user: 1
2026-01-02 20:25:40 | ERROR | User does not have an associated workshop.
2026-01-02 20:25:40 | INFO | Shutting down the application...
2026-01-02 20:25:40 | INFO | Starting up the application...
2026-01-02 20:25:40 | INFO | User logged in: manager_workers@test.com
2026-01-02 20:25:40 | DEBUG | Retrieving worker ID 1 for user: 1
2026-01-02 20:25:40 | ERROR | User does not have an associated workshop.
2026-01-02 20:25:40 | INFO | Shutting down the application...
2026-01-02 20:25:40 | INFO | Starting up the application...
2026-01-02 20:25:40 | INFO | User logged in: admin_workers@test.com
2026-01-02 20:25:40 | DEBUG | Retrieving worker ID 99999 for user: 1
2026-01-02 20:25:40 | ERROR | User does not have an associated workshop.
2026-01-02 20:25:40 | INFO | Shutting down the application...
2026-01-02 20:25:40 | INFO | Starting up the application...
2026-01-02 20:25:40 | INFO | Shutting down the application...
2026-01-02 20:25:40 | INFO | Starting up the application...
2026-01-02 20:25:40 | INFO | User logged in: manager_workers@test.com
2026-01-02 20:25:40 | DEBUG | Retrieving worker ID 1 for user: 1
2026-01-02 20:25:40 | ERROR | User does not have an associated workshop.
2026-01-02 20:25:40 | INFO | Shutting down the application...
2026-01-02 20:25:41 | INFO | Starting up the application...
2026-01-02 20:25:41 | INFO | User logged in: admin_workers@test.com
2026-01-02 20:25:41 | DEBUG | Updating worker ID 1 for user: 1
2026-01-02 20:25:41 | ERROR | User does not have an associated workshop.
2026-01-02 20:25:41 | INFO | Shutting down the application...
2026-01-02 20:25:41 | INFO | Starting up the application...
2026-01-02 20:25:41 | INFO | User logged in: manager_workers@test.com
2026-01-02 20:25:41 | DEBUG | Updating worker ID 1 for user: 1
2026-01-02 20:25:41 | ERROR | User does not have an associated workshop.
2026-01-02 20:25:41 | INFO | Shutting down the application...
2026-01-02 20:25:41 | INFO | Starting up the application...
2026-01-02 20:25:41 | INFO | User logged in: admin_workers@test.com
2026-01-02 20:25:41 | DEBUG | Updating worker ID 1 for user: 1
2026-01-02 20:25:41 | ERROR | User does not have an associated workshop.
2026-01-02 20:25:41 | INFO | Shutting down the application...
2026-01-02 20:25:41 | INFO | Starting up the application...
2026-01-02 20:25:41 | INFO | User logged in: admin_workers@test.com
2026-01-02 20:25:41 | DEBUG | Updating worker ID 99999 for user: 1
2026-01-02 20:25:41 | ERROR | User does not have an associated workshop.
2026-01-02 20:25:41 | INFO | Shutting down the application...
2026-01-02 20:25:42 | INFO | Starting up the application...
2026-01-02 20:25:42 | INFO | Shutting down the application...
2026-01-02 20:25:42 | INFO | Starting up the application...
2026-01-02 20:25:42 | INFO | User logged in: manager_workers@test.com
2026-01-02 20:25:42 | DEBUG | Updating worker ID 1 for user: 1
2026-01-02 20:25:42 | ERROR | User does not have an associated workshop.
2026-01-02 20:25:42 | INFO | Shutting down the application...
2026-01-02 20:25:42 | INFO | Starting up the application...
2026-01-02 20:25:42 | INFO | User logged in: admin_workers@test.com
2026-01-02 20:25:42 | DEBUG | Deleting worker ID 1 for user: 1
2026-01-02 20:25:42 | ERROR | User does not have an associated workshop.
2026-01-02 20:25:42 | INFO | Shutting down the application...
2026-01-02 20:25:42 | INFO | Starting up the application...
2026-01-02 20:25:42 | INFO | User logged in: manager_workers@test.com
2026-01-02 20:25:42 | DEBUG | Deleting worker ID 1 for user: 1
2026-01-02 20:25:42 | ERROR | User does not have an associated workshop.
2026-01-02 20:25:42 | INFO | Shutting down the application...
2026-01-02 20:25:42 | INFO | Starting up the application...
2026-01-02 20:25:42 | INFO | User logged in: admin_workers@test.com
2026-01-02 20:25:42 | DEBUG | Deleting worker ID 99999 for user: 1
2026-01-02 20:25:42 | ERROR | User does not have an associated workshop.
2026-01-02 20:25:42 | INFO | Shutting down the application...
2026-01-02 20:25:43 | INFO | Starting up the application...
2026-01-02 20:25:43 | INFO | Shutting down the application...
2026-01-02 20:25:43 | INFO | Starting up the application...
2026-01-02 20:25:43 | INFO | User logged in: manager_workers@test.com
2026-01-02 20:25:43 | DEBUG | Deleting worker ID 1 for user: 1
2026-01-02 20:25:43 | ERROR | User does not have an associated workshop.
2026-01-02 20:25:43 | INFO | Shutting down the application...
2026-01-02 20:25:43 | INFO | Starting up the application...
2026-01-02 20:25:43 | INFO | User logged in: admin_workers@test.com
2026-01-02 20:25:43 | INFO | Shutting down the application...
2026-01-02 20:25:43 | INFO | Starting up the application...
2026-01-02 20:25:43 | INFO | User logged in: admin_workers@test.com
2026-01-02 20:25:43 | DEBUG | Updating worker ID 1 for user: 1
2026-01-02 20:25:43 | ERROR | User does not have an associated workshop.
2026-01-02 20:25:43 | INFO | Shutting down the application...
2026-01-02 20:25:43 | INFO | Starting up the application...
2026-01-02 20:25:43 | INFO | User logged in: admin_workers@test.com
2026-01-02 20:25:43 | DEBUG | Adding worker to workshop for user: 1
2026-01-02 20:25:43 | ERROR | User does not have an associated workshop.
2026-01-02 20:25:43 | INFO | Shutting down the application...
2026-01-02 20:25:44 | INFO | Starting up the application...
2026-01-02 20:25:44 | INFO | User logged in: admin_workshops@test.com
2026-01-02 20:25:44 | DEBUG | [ADMIN FUNC] Creating workshop: New Auto Center by ADMIN user 1
2026-01-02 20:25:44 | INFO | [ADMIN FUNC] Workshop created with ID: 2 by ADMIN user 1
2026-01-02 20:25:44 | INFO | Shutting down the application...
2026-01-02 20:25:44 | INFO | Starting up the application...
2026-01-02 20:25:44 | INFO | User logged in: new_manager_workshops@test.com
2026-01-02 20:25:44 | DEBUG | Creating workshop for user 1
2026-01-02 20:25:44 | INFO | Workshop created with ID: 2 for user 1
2026-01-02 20:25:44 | INFO | Shutting down the application...
2026-01-02 20:25:44 | INFO | Starting up the application...
2026-01-02 20:25:44 | INFO | User logged in: manager_workshops@test.com
2026-01-02 20:25:44 | DEBUG | Creating workshop for user 1
2026-01-02 20:25:44 | ERROR | User 1 already has a workshop
2026-01-02 20:25:44 | INFO | Shutting down the application...
2026-01-02 20:25:44 | INFO | Starting up the application...
2026-01-02 20:25:44 | INFO | Shutting down the application...
2026-01-02 20:25:44 | INFO | Starting up the application...
2026-01-02 20:25:44 | INFO | User logged in: admin_workshops@test.com
2026-01-02 20:25:44 | INFO | Shutting down the application...
2026-01-02 20:25:44 | INFO | Starting up the application...
2026-01-02 20:25:44 | INFO | User logged in: admin_workshops@test.com
2026-01-02 20:25:45 | DEBUG | [ADMIN FUNC] Fetching all workshops by ADMIN user1
2026-01-02 20:25:45 | INFO | [ADMIN FUNC] Fetched 2 workshops by ADMIN user 1
2026-01-02 20:25:45 | INFO | Shutting down the application...
2026-01-02 20:25:45 | INFO | Starting up the application...
2026-01-02 20:25:45 | INFO | User logged in: manager_workshops@test.com
2026-01-02 20:25:45 | DEBUG | Fetching workshop for user 1
2026-01-02 20:25:45 | INFO | User 1 fetched workshop 2
2026-01-02 20:25:45 | INFO | Shutting down the application...
2026-01-02 20:25:45 | INFO | Starting up the application...
2026-01-02 20:25:45 | INFO | User logged in: admin_workshops@test.com
2026-01-02 20:25:45 | DEBUG | [ADMIN FUNC] Fetching all workshops by ADMIN user1
2026-01-02 20:25:45 | INFO | [ADMIN FUNC] Fetched 1 workshops by ADMIN user 1
2026-01-02 20:25:45 | INFO | Shutting down the application...
2026-01-02 20:25:45 | INFO | Starting up the application...
2026-01-02 20:25:45 | INFO | Shutting down the application...
2026-01-02 20:25:45 | INFO | Starting up the application...
2026-01-02 20:25:45 | INFO | User logged in: admin_workshops@test.com
2026-01-02 20:25:45 | DEBUG | [ADMIN FUNC] Fetching workshop by ID: 2 by ADMIN user 1
2026-01-02 20:25:45 | INFO | Shutting down the application...
2026-01-02 20:25:45 | INFO | Starting up the application...
2026-01-02 20:25:46 | INFO | User logged in: manager_workshops@test.com
2026-01-02 20:25:46 | INFO | Shutting down the application...
2026-01-02 20:25:46 | INFO | Starting up the application...
2026-01-02 20:25:46 | INFO | User logged in: admin_workshops@test.com
2026-01-02 20:25:46 | DEBUG | [ADMIN FUNC] Fetching workshop by ID: 99999 by ADMIN user 1
2026-01-02 20:25:46 | ERROR | [ADMIN FUNC] Workshop ID: 99999 not found by ADMIN user 1
2026-01-02 20:25:46 | INFO | Shutting down the application...
2026-01-02 20:25:46 | INFO | Starting up the application...
2026-01-02 20:25:46 | INFO | Shutting down the application...
2026-01-02 20:25:46 | INFO | Starting up the application...
2026-01-02 20:25:46 | INFO | User logged in: admin_workshops@test.com
2026-01-02 20:25:46 | DEBUG | [ADMIN FUNC] Updating workshop ID: 2 by ADMIN user 1
2026-01-02 20:25:46 | DEBUG | [ADMIN FUNC] Fetching workshop by ID: 2 by ADMIN user 1
2026-01-02 20:25:46 | INFO | [ADMIN FUNC] Workshop ID: 2 updated by ADMIN user 1
2026-01-02 20:25:46 | INFO | Shutting down the application...
2026-01-02 20:25:46 | INFO | Starting up the application...
2026-01-02 20:25:46 | INFO | User logged in: manager_workshops@test.com
2026-01-02 20:25:46 | DEBUG | Updating workshop for user 1
2026-01-02 20:25:46 | INFO | User 1 updated workshop 2
2026-01-02 20:25:46 | INFO | Shutting down the application...
2026-01-02 20:25:46 | INFO | Starting up the application...
2026-01-02 20:25:47 | INFO | User logged in: manager_workshops@test.com
2026-01-02 20:25:47 | INFO | Shutting down the application...
2026-01-02 20:25:47 | INFO | Starting up the application...
2026-01-02 20:25:47 | INFO | User logged in: admin_workshops@test.com
2026-01-02 20:25:47 | DEBUG | [ADMIN FUNC] Updating workshop ID: 2 by ADMIN user 1
2026-01-02 20:25:47 | DEBUG | [ADMIN FUNC] Fetching workshop by ID: 2 by ADMIN user 1
2026-01-02 20:25:47 | INFO | [ADMIN FUNC] Workshop ID: 2 updated by ADMIN user 1
2026-01-02 20:25:47 | INFO | Shutting down the application...
2026-01-02 20:25:47 | INFO | Starting up the application...
2026-01-02 20:25:47 | INFO | User logged in: admin_workshops@test.com
2026-01-02 20:25:47 | DEBUG | [ADMIN FUNC] Updating workshop ID: 99999 by ADMIN user 1
2026-01-02 20:25:47 | DEBUG | [ADMIN FUNC] Fetching workshop by ID: 99999 by ADMIN user 1
2026-01-02 20:25:47 | ERROR | [ADMIN FUNC] Workshop ID: 99999 not found by ADMIN user 1
2026-01-02 20:25:47 | INFO | Shutting down the application...
2026-01-02 20:25:47 | INFO | Starting up the application...
2026-01-02 20:25:47 | INFO | User logged in: admin_workshops@test.com
2026-01-02 20:25:47 | DEBUG | [ADMIN FUNC] Deleting workshop ID: 2 by ADMIN user 1
2026-01-02 20:25:47 | DEBUG | [ADMIN FUNC] Fetching workshop by ID: 2 by ADMIN user 1
2026-01-02 20:25:47 | INFO | [ADMIN FUNC] Workshop ID: 2 deleted by ADMIN user 1
2026-01-02 20:25:47 | INFO | Shutting down the application...
2026-01-02 20:25:47 | INFO | Starting up the application...
2026-01-02 20:25:48 | INFO | User logged in: manager_workshops@test.com
